iers_name,source_id
1400+162,1231616201802111744
0644-390,5576324162596760704
1542+042,4424680634098888576
0729+146,3165273180688912512
0801+103,3147511257537134080
2344+429,1922470311363163392
1322+579,1565968822996902144
0524-485,4797192871487056384
1236-381,6153483345303311872
0425+174,3314165093952083328
1101+077,3866355986793634560
1402-012,3659291726507783808
0016+731,537742721644001920
0900-171,5729430400850327552
1023+747,1126515878168265984
0104-275,5034088011810949120
0707+424,949627267829667200
1415+385,1484801049272366464
2214+241,1879280773069343488
0047+023,2550041659820342144
0308-611,4723258896432809472
1424-328,6216445680372646784
0335-364,4860231034203041920
0607-157,2992979158862085376
1502+291,1269662048607160192
1623+569,1431307162881162240
2048+196,1813670685155346432
0855-716,5221999874758301696
1442-245,6229776777822831232
1118-056,3785652447495205888
1044+719,1077064518075429120
0859+681,1117118691587459200
1053+815,1133969841154436224
1619+491,1423199982613739264
1621-321,6025165665422005120
1256+802,1718504719657313536
1550-242,6236613403690949120
1557-053,4398404230341309824
0153+389,343334153725362176
1354-107,3613752600585241216
2131-021,2686427654815559808
0007+757,539763349137161856
2127-096,6894137192639079680
1345+289,1452221385870468864
1435-218,6278951984402695424
1015+594,1048222433997255936
0533+446,197338835126132480
0035+238,2806404443786988416
0823+033,3091832813346831616
0608-187,2942624859204370432
1150+812,1130399211502927744
2047+039,1734351568432483200
2123-463,6575525901462991232
1706+338,1334717849520031232
1733-565,5919516002591957888
1559+140,1191872288137163008
0124-086,2477366960586036736
1722+526,1415954544584533760
0821+394,914304769593032448
1824-582,6635947329584544896
0011+189,2797600581168992256
1333-186,6293132110987387520
2332-017,2641090534089403520
1459+480,1587500731002912000
1523-042,4401545745515559936
1307+121,3736659789909090304
2322+396,1923168368105252992
0959+105,3878690819334776192
2203-188,6825309517086779392
1536+057,4428135441368487040
1204+281,4006985649995293440
2311-373,6550256203678465920
1657+022,4385031626327045120
2121-199,6831141429839512448
0830+160,657910099788012416
1742+724,1651475334029303040
1308+328,1466783219085358592
2013+527,2184589588457655680
1248-170,3522497297303788160
2242+257,1877639305288747520
0727+409,900620282233081856
0249+171,35305661965864576
1744+260,4582191588951485696
0804+140,653676705144499712
2044-027,4225116834116592384
0844+387,910472868490781696
0432-606,4677913520779595008
2223-052,2626374700527307136
1128+385,766865586071262336
1346-109,3613876506097188224
1014+615,1051642331772694656
0359-151,5110004689800345600
2226-081,2621591721867702784
1606+106,4456428963632246528
1716-142,4138030256157645312
0003+380,2880735415555982976
0302-623,4721627251240649600
1030+415,780534336666819200
1315-058,3634542200802743808
2314+038,2659277212327218944
1627+476,1410159809068172416
2215+150,2735497999769122944
0902-256,5649394578643147136
1147+067,3897770163575527424
0404+075,3298357282138391808
0055-059,2524536799691927936
0643+548,994020294616746496
1705+018,4387723814907950464
0234-301,5067305323237642112
0518+165,3394144669269567232
1738+197,4552407979322076544
2034-248,6806439595451164032
1148-171,3568264292716951040
0206-689,4694525217329726464
0654+033,3127866386366478208
0157+808,568950057094408704
0149+218,98517757972814592
0446-212,2973992482834664704
1059-438,5387388796059187584
2239+096,2717373379513991936
0618-252,2900269163040999424
1514+197,1212454291110896384
1522+155,1207124816516833792
0214-330,4970651069970499072
1647+065,4440966428532133760
0718+042,3139289728062166784
0355-669,4669236900862626816
1641-179,4131738751842166656
0929+533,1019756906884000768
2144+092,2726164760957141248
0010+463,392186417419223808
1600-099,4346599056371273472
0728+281,873199321231135360
2300+345,1914484111734146304
0952-185,5671807985737091456
0608-230,2913707703392091520
2243+047,2705415808309337344
1846+322,2090523791720684672
1537-082,4395887791821842048
1404+347,1481944178762850688
0150-299,5023773768107995904
0917+624,1040014407897208448
0454+066,3288291317608309376
1615+364,1330340968607809152
2354-021,2449112333546935040
2145+082,2701845011154957312
0819+408,914642525821004288
0026+048,2555105250168381440
1535+231,1220631698388572288
1529-271,6213475246633769600
0050-287,5032602640321090688
1256-220,3505228672619835392
2202+716,2224702040381560960
1016+635,1052151882396770944
2244-002,2653416952789660032
0109+351,321010837865461888
2351+550,1994675961517145728
1208+186,3950084067831165952
0707+476,977944193370433536
1330+476,1551968913240347008
1441+522,1605626386344892672
1008-017,3829026570598041856
2111+801,2297303102401687808
0810+812,1145374873407334656
1534+501,1402714053763357824
0234+469,341987423780118400
0927+469,825290129274062464
0919-052,5746485750342923136
2319+184,2824922139449253248
1257+145,3930272277048077952
2044-188,6858519475530208128
0221-171,5143873354490937728
0858-125,5735810390086377728
0159-200,5137633591643720320
2316+862,2301298933814789120
1759-396,4035502931533710720
0210-180,5143527489364304640
1347-163,6295168651336116352
0529+075,3334228054423044736
0837+012,3078383861986700544
0955+476,823095504065171456
0032+276,2857589214026929280
0456+310,157415396124187264
1338+381,1472620556380822272
1725-795,5776291345907993600
2329+451,1937546849163983104
1838+575,2154192494292616960
0218-220,5123836335622213120
2120-309,6784575222617420672
0804-267,5694084817181017088
1406+564,1609880976652258304
2032-168,6862620550821870976
0226-559,4739899313429070592
0319-315,5055058378611928576
1320-446,6087945374180475648
2005-044,4220932367740941568
0746+483,933612919626347136
0152+043,2518951280622612864
0141+268,298674156068220672
1117-270,3531713124593921280
2253-278,6609892271260458368
0942+358,796381911292572928
0956-409,5418813040245557376
0920+313,700522192615135744
1841-205,4080128603748317568
1554-272,6043074412034816512
0949+354,796170770701835008
1805+616,2159222622550477952
2256+017,2655552578032825344
0348-120,5114825326734152320
2112-144,6884665724599815040
2136+141,1770616107616340992
0657+172,3361160694829279232
2256-084,2610408279863799424
0201+438,352494837930434688
1036-529,5354512191509779072
2325+093,2761649059201651200
0743+744,1135401886329951360
1604+274,1316365424201337728
1306-039,3683989918763350784
2032+117,1755451991141641600
1739-152,4149013896298694400
0723+219,866032120325383808
0002+541,420305499589122944
1726+769,1657138334307449728
0212-214,5124644270510424704
0601+245,3426438975045340544
2345+061,2744834640194862464
0225+419,338741115698771200
0744-158,5718998612488678272
0537-052,3023327569572290688
0218+095,24069649561839104
2112+283,1851173716811337344
0015+529,419233750629146752
1257-326,6180388600992091648
2046+762,2278187989673766528
2217+210,1778836468863451776
0159+723,546443054077075328
1556-245,6236132122535984512
1116+227,3991247068756126336
1229-123,3528521349713570304
0936+419,813692755502717824
0610-316,2896026972301834624
1325-133,3609926987315330944
2245-328,6603644330794224768
1329-049,3633579337854695680
0814-029,3069481876547082752
1421+511,1604704480205457280
1651+747,1654984249294111616
1607+183,1199869074861595008
1351+021,3664163353292492544
0915-213,5676113226594501632
0458-020,3225415440232384640
0149+370,342697227255507968
0653+322,889380936935447552
0742+792,1138768212977507968
0830+115,602400361907210240
0529+483,212440661692923008
2105-250,6803981671566861440
0729+259,871620388173434624
0024-114,2424025665793268736
0637-216,2926650673238838272
0740+173,668067903602266624
1700+685,1636991737937414400
0519-176,2982000539553913856
2246-309,6607391535141890944
1456+375,1295131342111767808
0325-182,5105398762575107840
0216+011,2513216090533248512
0227+403,338354980959016832
0954-135,5687540107343990272
2351-154,2419029072639563520
0804+499,934736753653284224
1415-349,6119763591421799424
0459+060,3240126901515662336
1755+578,1421906136601395328
1907-224,4081116441927323264
0035+503,415520150105930496
1754+292,4596528876979755648
2201+171,1776005260780005248
1842+681,2258763540516880640
0812+367,907583523731886464
2234+282,1887377718432848768
1613-350,6022702381416066048
1232+366,1519445428008650752
1123+264,3994558660340357504
0329+654,491509735163016320
0240-060,5184771166954339584
2058-297,6800475019749067520
1200+045,3894583469640003456
0406-127,3189020334043183360
2327-376,6550663400937562880
0250+178,83501689016974208
2203-215,6820224825563631616
2312-505,6502743115082129280
2306-312,6605118535369354624
0907-023,5763099783355710720
0801+044,3094504454797471488
0215+015,2513289620373132160
0113-283,5033379685804044800
2231+098,2717308985069453184
1401+000,3659719264732172416
0819-032,3066773087917589888
0048-427,4986663326525262976
1626-005,4359421251736060416
0322-294,5059841769588621312
0258+058,6993551083342976
1547+507,1404060783708865408
1946-200,6868696520798967296
0158+031,2517824590441458432
0930-200,5677282076174301056
1258+087,3733687264519573120
1202-262,3486877136357811968
0739+398,923303516352398848
1027-186,3747076597430359680
2005+403,2074117703848457728
0256+423,432427443485163520
2329-415,6535725092365208960
0111+131,2589953893253304832
0805+410,921581887301372032
1022+194,624432307184916352
1858-255,4074100045921459456
1437+624,1618831379259328640
0428-042,3204373605174936960
2221-116,2602458501557393920
0137+434,348720321889139328
1520-334,6206424589662537088
1128+308,4022773537457869824
0908+340,713936887309214720
0704+384,946310522285481856
0646-176,2945629755764920064
0930+493,825773845670969472
1629+680,1648681092729300992
0522-611,4761008837171098624
2346-049,2447146539899103232
1009-041,3780140153323497472
2337-234,2387158972193976704
1909-194,4083983006179378816
0124-155,2452059192211766400
1131+730,1075824367742607488
1318+225,1442683126794754816
0557-454,4801548174483329024
0918-534,5310817805589840512
0948-285,5464553381091764608
1337+637,1665394665903493888
0319+121,17475775250904960
2227-136,2600963303183085312
1829-207,4091864619145768832
1801+459,2116095786483222528
0440-003,3229995726499080192
0004+240,2849865179200769024
1605-205,6243914637633846656
1645-262,6034561404598520576
0307-085,5167648678533571456
0203-349,4969317705963319552
0352-164,5109429022446639616
1417+375,1484504906983846400
1130+005,3797530815206792576
1406+787,1714953571978132352
1837+409,2110581632590878592
1339-206,6291757549654611456
0521-262,2956921362222068480
0824+509,1028107418522952192
0003+340,2876677015058834560
1152-295,3479836757246424320
1826-447,6709678865650169472
0108-079,2475387019317585664
2107-105,6895507321565578752
0255-124,5160169216325827712
1057-797,5199010289211239424
1743+182,4551274554632541696
2247+132,2720006705567919616
1406-076,3640114250854932352
1505-496,5902322694449166976
0204+316,325460149106274560
1704+122,4541146368911925248
2321-375,6550821627532475648
1357-187,6290863440542939392
0938-133,5690601869270058624
0136+176,94868719398510464
0159-062,2490827907783065216
0700-465,5557630094102893952
0704-231,2927685180546882944
1300+693,1685765489629874688
1908-201,4083730324670186240
0614+761,1116424315634883584
1825+344,2095321785588596224
1732+389,1343451442178665600
1917+552,2140295934333107712
1354-174,6294416890324562560
0730+504,982953052950723840
2314-116,2413414657030488960
1746+340,4607507908602761344
1345+125,3728287558621796736
1548+056,4426441570690915712
2233-173,2594771437810721408
0918-363,5431288820729101056
1422+364,1481198327625201024
1337-013,3661526793129221760
2327+335,1911929911863037824
1304-318,6180709078568293888
0958+294,743736465624044160
1214+588,1575122734038578688
2301+060,2663754281940896512
0642+449,964515655998407808
1328-034,3636874647217833856
2226+440,1982816216783585792
0810+258,682593173759093504
0238+711,545523862352530816
0015-280,2322797929486387968
0341-256,5082246346228960896
1151-348,3464286574749721088
1104+525,842297035831981440
0605-085,3005902337496914944
0609-284,2897928508942699904
2004-447,6673666213413709952
0913+391,812202917246316416
0611+131,3344095243569988480
1954+188,1822930286753506048
2033-219,6856185972556222336
0249+383,143313506661249920
1909-081,4204696875973729024
2159+505,1980008923077639552
1217+713,1684033071621852544
1427+109,1177312314644071296
0647-410,5563571030306073088
0738+548,985748698703898752
1010+350,753244599799631616
2340+233,2851930890968637312
1548-177,6260577255316833536
0140+120,2575338673596339840
1432+200,1239326797675072768
2037+216,1818120163897174272
2308+341,1911596794199024256
1525+314,1276955555911179648
0802-010,3082939722776029824
0740+235,867194510273627264
0557-182,2990530099789113856
0610+510,971081969504228864
2355-534,6521373648123690752
1719+357,1336677247960139648
2053-323,6781763255988970496
1035-281,5455953134282386304
1701-132,4140730416199902464
0945-321,5439061783822813056
0008-300,2321060902977456256
1512+030,4421920207078589056
2242+031,2704589559680915456
1032-199,3554545995373627008
0457+024,3232135479206637312
1150-050,3599036290282590080
1319+220,1442576366792185472
2103+023,1730188302014304256
2338+191,2822968788323632896
2204-007,2677336347215714944
2337-123,2432868041382530432
0056+579,425682253191002624
2355-291,2333182709435787776
1034-374,5441400238894822784
1010-374,5421190875877534848
0511+009,3233903051524206208
1327-311,6169602907320673152
1243-412,6151928360982493312
1344+188,1248076642488968832
2250+323,1889805367089605632
1330+022,3711818012602055808
0824+110,600903548624034304
1222+037,3701616640640349952
1519-273,6213270870612138880
1156-221,3493087143671723904
0103+057,2576402378081292416
1136-156,3548487548865671552
2159+833,2300371873713654656
0955+509,827257812706259584
0621-010,3118420653769355520
2316+238,2840741706591313024
1547-054,4398917672210114432
1319-093,3624045713048311936
1402+077,3722237461528126208
0110-361,5013767834338307968
2113+293,1851646270592085248
1302-034,3684254218165847168
0807+417,921762722604603008
2137+130,1767475666184414080
1747+433,1346384629963971328
1236+049,3707164943817177984
0904-201,5680201726222638208
2147-284,6810032662011901440
0325-222,5098966069797598720
1133-041,3786096478393903616
0258+818,569199268276074240
0606-272,2910087492640079744
2253+417,1931311553081290240
0140+412,347645682414698624
0010-401,4996449220530794624
0148+546,408590924749267712
1049+215,3988440599685813760
0558-396,2882755626437226240
0019+058,2747621627293362304
1622+665,1642346741818349056
1616+063,4438169962442993408
0850-016,5763982485033746304
1430-178,6285157593670234752
1407+022,3667172102438084224
0102-245,2344947758730996352
1454-354,6202219473082283136
2207+374,1955022078958003456
1928-698,6420609626550925056
1957-135,6878998364932569600
1131-088,3590393583427962624
2037-253,6806351462721946624
1354-152,6301680951333143808
0843-547,5317029672624274688
0759+641,1091417229331516032
1942+097,4301899235790471552
0552+393,3458103569895587456
1320-385,6162373687087884416
2029-215,6856082034347724800
0932+367,798889858658853760
1228-008,3695590938964129152
0039+568,424598680178356096
2232-211,6628163852411169792
1206-238,3489814997067074944
2021-330,6699851288987288320
0212+735,546986865652944128
1639+230,1299401707834397056
1753+648,1440764302910539648
0508-317,4827647767325536384
0127+145,2591842063955857920
1249-673,5857317896817534592
0820+296,708335214866228096
1412-097,6305017900403734272
0257-057,5181283619150387584
1218+444,1538597163922291968
1531-225,6239651040780403968
1502+036,1154044518296765952
0805-119,5727775949389967872
0807+083,3098266781726608000
2131-340,6590889995912441088
0618+588,1004637655633759744
0156+128,76919020276204032
1036-431,5367915856723360000
0008-264,2335249516418438272
2356+385,2881745587567781760
0236+420,337057866476918656
0501+279,155437237266192128
1418-065,3639923107629780608
2345-047,2447168186534531072
0928+144,618286827459110656
1531-352,6013252972327526272
1252+458,1530558531332274432
0234+052,18121326015612672
1402+044,3670918787093720832
1224-132,3576034781907711232
0729-222,5618731948124447232
1348+308,1456992617795151488
0928+008,3840913665684049536
1357+404,1497807206677258624
1330-236,6191837540695184512
1423+146,1228542310888332800
0058+498,402778184730407040
0814+240,677695815826867840
0022+390,379285954865796864
1043-291,5454918425120317184
0906+430,817131306319108096
0118-283,5030236491298079616
0012-184,2366275604250863872
0420+417,228323931790519936
0137-273,5035796274922692992
0008-311,2319802065242691200
0003-302,2320714900411790720
0515-053,3208721928848872576
2027-252,6848388678470647040
1400-184,6291065544523550080
0844+463,1013435844600028672
1013+208,625771890304467840
1224+439,1535514751793121792
0922+364,798679233462728576
0841-607,5301274804858730880
0537-286,2907296038774242560
0951+175,620070888154710784
1326+626,1663789898618603136
1017+436,805908591134677248
2131+145,1771611646674948864
1125+213,3978634536514228864
0248-266,5075621376355357312
2217+214,1778898866147453312
2020-015,4229188944150255360
2137-196,6830509794768664576
0310+013,3267256805470541696
1758-651,6629612562065384576
1721-146,4137858564838658816
1827-272,4051797311541756544
0947+064,3853413326185272064
1313+200,3939784117780522624
0113-310,5028689340998962048
1451+094,1173876409525877248
0407-199,5092747919225519360
2305+187,2831177505914079104
0920+284,695313324998188416
2253+227,2836858162803142272
1633-810,5774988081031940224
1634+213,1297640496365590144
0521-403,4807390944913918592
0635-355,5580867108422798208
0850+625,1042990996328169216
1106+023,3811296120966715392
1207+260,4003458966448376448
2318+182,2824897164216363008
0035-252,2347066277119976576
0950-246,5660064926674330752
0538+474,210686493969123712
2303+083,2713683620354074112
1532+016,4417903278785511296
0723+067,3142437389333270272
1238-110,3530181126939799424
0534-611,4759276350441842560
0048+447,377515874288794368
2324-023,2643628859761297280
0446+113,3295560704374964736
0734-044,3057250011550301440
1053+704,1072938733835527552
0306+102,15495005053467776
1221+809,1719535889765779456
0319-056,5170071796002909056
0336+473,248184582122148352
1550-269,6233800195813694976
1537+162,1196858195411378560
1117+543,842867368832619264
0403+064,3297142523650373632
1333+034,3712066669733115264
1030-357,5444022436688263168
0438-436,4814707541961807232
0736-397,5537018408614225664
0845-051,5760612207017138688
0708-204,2929278888291725440
0922+316,700509750093550208
0024+092,2750894426732876672
0434-188,2978490687982690688
0611+483,969228746951633280
1253-590,6057071607407788544
2049+175,1812841756466429568
0754-155,5719199273359149184
2016-053,4218851679425008896
1044+007,3806557462073974016
0834-201,5703741342461530368
0555-132,2997480868702370688
1124+067,3814437460046974464
1520+437,1394212251900644992
0625+286,3434366213361858560
1029-137,3753794274174161280
2239-631,6394403110500021632
1048+207,3988254404263350656
0021+464,392378007321992320
1327+321,1468627164508851584
0259-316,5052695528123702784
0213-015,2494648603314766464
2121+053,1738458828477229568
1922+478,2129208291578935936
0816+054,3093347596766642560
0000-199,2365814049884978048
1437+331,1286709465299395840
0222+185,86068567631718272
0322+222,61763897460044928
1850+402,2103549671617557248
1305-247,6187922179787784064
0943+105,612552084046799616
0312+100,14586911528117248
0748+019,3087737785362818816
1621+058,4437158029490938496
2007+073,4250708104692950912
1325+437,1549473086267633152
0629-418,5570021658867420032
0537+531,263895331971320064
0209-162,5145102956383205504
0010+405,383084664461521536
1438+021,3655524387353840128
1102-392,5390711898158344704
0600-000,3122436211967485568
1324+224,1442529122151581184
2027-052,4218500939509776000
0301+336,136220832028045056
1936+714,2263534252750405888
2116-238,6827758851035608320
2231+425,1981647813876466944
1135+480,787132334146184704
1025+242,722779052444073216
1049-726,5229310012176926080
1822+682,2259695578483725184
0423+051,3284154130230317824
0224+671,517274659857429248
0622+147,3356698670481650560
0035-024,2530341499531651712
1005-333,5458819801613604224
1522+791,1708493391408844032
2300-151,2409971639447348224
1434+235,1242762874591209088
0857-329,5627796734299955328
1820+397,2109497617205525632
0748-069,3043511205744246912
0256+192,84066803637406848
0828-064,5754980611539829504
1256+009,3690185117030109824
0731+050,3138231413758249344
2335-027,2639666765315416448
1905-297,6762166144851694336
1908-211,4081375484300867840
1109+350,758710134661974528
1721+024,4387266452429375744
1451-400,6197328433047757184
0054-006,2536016731877648896
0150-144,2458973849039975552
0405-331,4882457047579768576
0119+247,293790950050765184
1010+495,823010085755214592
0027+056,2555589069644187136
0643+057,3132371566540410112
0032-011,2542716434182608640
0509+293,156080623368510208
1426+212,1240445722555473408
0804-153,5724324681169490432
1604+159,1198384631085820032
0728-345,5591332805557276288
1754+159,4501752585276252928
1338-164,3605139507529163264
0626-280,2898682361602795520
0631-223,2925072770974935808
0549-575,4765694234173310080
2344-514,6522154649275095168
2210+277,1892580362640279552
1506+163,1184393929736177280
1302-312,6180950176556953856
0122-260,5037096206904381312
1142+052,3896991674982817792
1143-287,3481014849596074240
0902+210,685114903677197312
1217+662,1681117819620438272
1520+319,1277213391387144960
2148-279,6810120829100901376
1738+032,4377080958964755072
0518+705,497803515814546304
0909+222,638764651706565888
1145-676,5235857058489636352
1905-252,6764329468343269120
0423+297,165164449133035776
0037+011,2550173051459958016
0009+081,2751934122352429952
1403-085,3615986052298236160
1226-028,3693568589186544512
0818-128,5726903379532514816
1444+175,1234812207226355072
2226-634,6405113865583382528
1000+125,3881410259482745216
0122+705,534034829135822976
0103-021,2532785748240161536
2205+166,1774976770731767680
2147+077,2700993744341679488
1325-558,6063702654623436928
1928+770,2289924348586531840
0350-253,5083488077110770304
1549-790,5778578162594526976
1143+446,772897030116316032
2135-248,6814836600111963648
1732+081,4487572115093448832
1235+196,3948304542621507200
0602+673,1104994896559826688
1231+811,1719376563658966016
1406+767,1713924669611974400
0936-853,5190082117355000704
2328+107,2762604878403989888
0120+259,296131363629788416
1745+624,1439500139416538368
0830+687,1094267713226166784
0748+333,882167384743362688
0105+129,2584736607500443648
2207+356,1906553785338276864
1211-167,3521052259851466112
0202+240,104450340464139904
0859+470,1010748535102032384
2051+745,2277837142385435392
1751+288,4596492210841133568
1519+181,1208783086209507328
1041+536,849389568728999040
1742-078,4168688969666347264
1929-457,6660785434695373952
0646-306,5608200001121017984
0000-197,2365855384650325376
0815+326,901576204514438656
1055-242,3536874988088871936
2247-283,6609531081690425984
1910-365,6743048317707026432
1422+473,1506726479361363712
1936-155,4181990758262226944
2030-689,6424415624707464064
0821-094,5752417615574773376
0903+684,1117149615351742080
0341+729,543727642607958144
0022-227,2360737471556004864
0336-017,3251020587845475328
0237+185,84535058148522752
1136+408,767545908886972928
0454-810,4622028063454680192
0321+467,243067150067364096
0430-332,4871507934695223680
0639+352,938962417357290368
1324-047,3635136349398464896
1637-001,4383306561301574656
2251+006,2655036219884468992
0313-171,5106299125159708288
1346-168,6295126693799954816
1308+326,1466773353544464384
2210-257,6625949264193538944
0406+121,3304362466754063872
1149-084,3588959133071587968
1610-277,6042202774190833664
1541+189,1197894759998678784
1817+502,2123898745627374208
1434-295,6221729035605592192
1644-291,6031371072829824640
0907-179,5681072264556221696
0858+542,1023748645193660800
0422-389,4865152585688422784
1043+541,849792539740461440
1903-802,6360885632399759872
1604-333,6035304262139696896
2357-318,2314424869267964672
0810+247,680796709198595840
1813+163,4522837855337631360
0434+299,158976152877529600
1245+710,1689070862101145728
2320-078,2630811848420654592
0017+200,2799276958444229632
1153-119,3574944409970054912
2313-439,6529964269911185792
1851+236,4533288124948477824
1504+127,1180977055618469888
0559-276,2910192702160301440
0346-279,5080719708693519232
1442+031,3655700103056547072
1325+504,1553636524485777536
0628-671,5283367260836215680
0459+135,3391703856534153984
1645+410,1356181519085556608
0854+213,684965580550330880
2359-221,2340552087337605248
0214-085,2486213802941750400
1251-713,5842203906902213760
1456-367,6199082051012058112
0816+279,683354551201319296
2320+506,1991471950271651840
1146-037,3600173047866316928
1655+534,1414020984666897536
1624-617,5830277504289129088
0937+262,646643644656957056
1219-164,3521258177763111552
2004-125,6880669279008766720
1228-310,3470387416878243328
1606-398,5996795997677884544
2244-372,6596088319384646656
1021-323,5448658321309140352
1826+796,2294347718225564928
0159+418,346232294576838400
1321-323,6169233265254397056
1230-101,3578557267739917184
0922-202,5676479260887360640
1151+408,768447783299978752
1941+413,2077027973685942656
0034-220,2350150686409110656
1749+293,4596580343569812608
2320+689,2214860930279371392
2209+236,1879210713563580544
1305+502,1556376198224392832
0855+143,605722330131934080
0306-061,5181729058798470528
0806+315,877826547196390912
0436-129,3174889234507053696
1320-338,6167321317612896640
1915+657,2254897623275179904
0242+131,31904219666051072
1656-075,4339842591777607424
0500+339,184783236976032512
2041+342,1870122562776576768
1629+495,1411634013642927360
0952+581,1046454591098786432
0508+138,3391825077691113856
1817+157,4522001122700555264
1008+013,3835009283947328000
1038+212,3987811026200104576
0851+071,584471965822197120
1738+499,1367189073589443968
0936-069,3820508065606727552
0007+205,2798756648926423808
0641+392,945224449612414976
2315-404,6548433797514877056
2040-225,6855155352203126912
0033+143,2779665106978840576
2325-150,2408041584223442816
1435+514,1604181421907804544
0001-120,2421598528234887680
0920+416,812877192752385664
0847-354,5625931795080010368
1850+143,4507199119211707520
1407+691,1673632825494594176
1417+273,1259456828355236608
0548+084,3335166315801316224
0548+378,3457728670791127552
1455+348,1290121211221430272
1121+518,838629095105025920
0256-393,5045307741994522240
1101+609,861519518445901568
1256-243,3497948290736749056
1001+329,746693258549535744
0316+308,124151080572547456
0858-313,5629165493139444224
1932-161,4180439897112231040
0437-303,4878700424368036864
1107+443,779024123086350464
0203-120,5151385973846176512
2319+317,1910144751656682240
2021+222,1829297455511190656
2136+824,2298711989113102720
1517-385,6006871784795806592
0027-024,2540845791242882176
1140+668,1057045636853046912
0159-668,4698136735069516544
0941+522,1020114488680963200
1952+138,1807352822642701568
0644-671,5280378758167315584
1638+398,1355708557286900992
0445+097,3292940155850196736
0741-444,5531983989686793984
1924+420,2101747129683929856
0616+076,3325060601351888000
1425-156,6298456770923030784
0629+320,3436183706082051200
1103+284,731994059396426368
1614+051,4437427139259658240
0627+532,992881952188520448
0119+296,309383983438034304
0612-255,2911837949509939840
