iers_name,source_id
1026-084,3774121529752326144
2341+295,2867885109628279552
0725+219,865998379061168256
1929+476,2128492234631695360
0604-004,3122188886274420224
1939+429,2078059624830075520
0010-155,2416647461734903552
1511-360,6199864357831781376
2309+454,1941141358834390400
1734+363,1342149311174192384
1739+438,1349235663615379200
1456+044,1155131557339027456
0316-164,5106430654238066816
1112-365,5397431666550318336
2240-064,2623560706674944512
0620-011,3118414709531948160
1950+573,2235112525713927552
0258-184,5152349764507592064
2309+159,2817422404996601088
0421+683,496550583659356800
2355+042,2743431319760454784
1427+634,1667032628991960832
1710-323,5980240685462521984
0714+457,974367035369415040
0707-028,3107957185721674624
0230-790,4632618108480315264
0007-048,2444538257799881344
0727-115,3034878351539730688
1830-589,6636429018756150400
0119+115,2586501770339617024
0224-189,5131349813971391872
1638+540,1426677050697210624
0117-171,2451457759351768192
1704+099,4443765647697743104
1835-345,6733997962623251840
2126-185,6831754888608011008
0351+045,3273173376323312128
2000+472,2085815717294357120
0627-050,3104269664240697344
1830+139,4508624429872712576
1503-091,6320111824230530944
1454+447,1586555803836451712
0821+248,679115040523179136
2354-251,2338099278758574336
0420-014,3254030122969225472
1849+499,2143922295478616576
0524+034,3236055581757581952
1922-341,6744524686944656896
1403+411,1497912622354859008
1358-090,3615525670459621760
2351-309,2326758537872853760
1705+188,4560536256467983232
0140-322,5021565368941274368
1716+070,4394142763791278976
0752-385,5538101221406686208
2341+697,2215253254070660736
2154+100,2726423627226031616
1343+073,3721429045603539200
0742-562,5487796056173539584
2305+198,2831583088265511424
1005+073,3874032772683145984
1320-303,6181839062988254976
1210-246,3488907144059923968
0559-200,2918241230352784512
2022+031,4244771463456596992
2123-015,2686015509752741376
1124-382,5397567383220328448
0229+262,127279740909604352
0530-727,4650517814204154368
1852-534,6650616395246770304
1204-267,3486590644859772160
2245-059,2623921552646790912
0104-408,4987866638923004416
1055-301,5452846949510331520
1436+445,1493417406503271296
1445-161,6309625747476717440
1155+251,4004473025407150208
1150-108,3575283643667263744
1308+554,1564536910964901760
1933+655,2242709635663150848
0256+054,6884282820204288
0235-618,4724677330856364032
1004-018,3829768702291923456
0422-380,4865493399933323136
0506+101,3290923239207264384
0048-071,2523017450716550400
1922-224,6772405484327414400
1537+279,1224304312039792256
1722+611,1437492156306408832
0442+389,199725840510603776
0446-265,4881263489052026496
2002-233,6851915946132537856
0738+272,869189436683104128
0737+289,878642247385331200
2333-415,6537047598694713728
1511-476,5902939554827763328
0205-242,5121668167411993344
0448-187,2979422008691508736
0914+029,3845391250694297984
1609+190,1201433744331351936
2118-037,2684489868650653440
0607+624,1006254732297703168
0008-307,2319899406382098304
2227-445,6520554237083316992
1827+062,4285023660750853632
1505-304,6210982030999145728
1241+749,1691584586200503552
2015+083,4251084481269271680
1226+492,1544114307112041600
1522+113,1168951112830327808
2340-226,2387596204160094464
2005-283,6846622244322978816
0802-276,5597899776198795264
1306+360,1474179766947957760
1417+172,1232724097206160640
0826+404,914432042359525248
0238-052,5185064461681159040
1544-095,4347412798054675200
2120+099,1745199281432700032
1156-214,3494251526484981888
1641+074,4442065905799814912
0956-359,5434443353948239104
2257+103,2715415179369782912
2223-114,2602445376137740544
1024+483,834486856845686272
0858+050,580211908020580096
0747+185,668612539814646272
0534-201,2965564520048704512
0938+277,647644891727622528
0822+137,651214868545245312
0420+022,3280071025081545088
0933-333,5437999659888804992
0438+824,557878696557445632
0605-247,2912917601208679168
0813+758,1137180999225095168
2021+317,1862093894503308288
0601+578,999123506037422464
1045-188,3554336916365276672
2039-231,6855069139323121280
2216+178,1776899919647945472
1821+114,4483817763921014016
0454+844,570667666055388800
2238+512,1989870649026128512
1654+185,4559541885639223168
0810-180,5719912100488634496
1628+071,4438842756181796608
0222+296,131916420099400192
0743+259,868066354275041664
1124+571,844348724528489216
1645+635,1631769504382576384
1121+238,3992838921074537344
1614+466,1386765328365041152
2107-016,2688779819424203392
2209+080,2722052209511808256
1959+241,1834243814730541568
1159+148,3921876479273491456
1418-782,5785750066486756352
0734-072,3054218181258526208
1357+559,1657542233031996672
1756+061,4474676286809752064
2205-636,6405576661195687680
0418-151,3175522175248227200
1906-217,4081235601511893504
2057+235,1839608194516000384
0633-211,2938745301143492096
1630+163,4465599272861428736
0943-016,3827549956546804864
1951+355,2059642873786883968
0758+120,3151004646496492928
2259+371,1916115718273966336
0833+218,664807581044144768
1934-638,6440702651792523136
1602-115,4342858861411287552
2202-065,2620828179761366016
1548-199,6247677716180983424
0915-135,5731876848582133760
2021+003,4230645212940234880
2330-017,2640727725316364288
0044+566,424612668885273088
1648+084,4442576457151383680
2029+024,4232688586581135232
1251+413,1527987666988465408
1713-048,4363221030780686720
2258+033,2661992039679513088
1344-375,6115244804790613248
0406-056,3197456921122370688
2327-459,6528629016118040192
1510+835,1722539652453668736
1450+641,1620631932629036672
1725+123,4493872625959139712
1323-527,6068970277387564800
0017-307,2320061141965595136
0500-357,4824671114470901760
0723-265,5613088292380797440
1452+166,1187931226146082688
1120+510,838345146226950144
1656+602,1437908561975568256
1530-041,4401737571639007744
1133-032,3792374655428617344
1636+473,1407233699389245440
0744-691,5270714905657083648
0628+203,3372922170711948160
1136-466,5372534698910667008
0258+011,239556096283136
0635-296,2894523458871795200
1451+106,1174296938363955840
0620+389,955708597924170368
2303-052,2635478038330192384
0822-152,5722174654899487104
0446+178,3406712980527835392
1855-252,4073980370951757184
0437-719,4653280062272926976
0720-305,5605387793975321856
0441+106,3293994518781345920
1146+189,3974880254060871040
1646-506,5937450235533323008
2036-034,4224645968263365504
2048+312,1859650710949268608
1714+219,4567570072869778432
2037-172,6862108453281348736
1223-188,3516679295948969088
1342+663,1672079524802018944
2147-186,6824639265964938112
0530-388,4808857590346304640
0609+607,1006013866234354560
2144+042,2696834291854162048
0358+040,3272514390901363712
0119+041,2563396667354026496
1603-193,6247242447015522432
2025-086,6905921689546283904
0930-338,5437879121627356416
1412+087,3674800166218577664
1611-710,5807141202642961792
1551-416,5995606364759044352
0044-846,4617438457106912000
0358+210,52945676765963904
0134+215,289005016453837696
0727-365,5586647339832946688
0121+560,412523431165896960
1121-147,3560613512852847872
0437+145,3309225194366811648
0618-061,3008160115907488128
0514-156,2983299853058529920
1102-242,3536271356205469056
0437-454,4790446822191610624
0055+060,2553249102741832576
0900+428,816796474965010560
0757+441,923128762722438016
1914-154,4184247265362273664
1657-562,5917467230167981696
0554+580,268807915565281536
1228-113,3576694248365858432
1333-152,3606266781826210048
0444+634,478840170055958528
1016-268,5471875952437948672
0514+074,3241315306082632064
0432-148,3174229325668533760
1948+505,2087379875660420608
0006+771,540370691872630144
0824+524,1028798873898279808
1155+486,786697550319586432
2047-266,6805003186589555200
0524-237,2958417866267201024
2014+657,2245026890778498432
0938+119,613779998017170048
2157-375,6586698176551443840
0006+397,383116752160541312
0926-306,5632907607944134144
0939+620,1063044400495757056
0846+513,1017002763401978880
0046+063,2556453972978481536
1335+658,1666235208183537024
0353+289,167083092627100800
0227-369,4965480174160661760
0849+287,705008436278288384
1125+596,859089047992235392
1926+050,4294206880638759680
2154-183,6824881291667347328
0838+133,603117484006383488
0341+158,43225890896821376
1443-162,6285614028434078976
0237-027,2495864628818822272
1923-101,4200221898005695104
0718+157,3167942588763025408
1524-136,6266140096958653440
1555+030,4424828999449765120
1130+009,3797582148656575232
0509+152,3393747818586222080
1117-124,3565241911345303424
1608+243,1302960968709850112
1343+451,1503247865089643264
0901-310,5629137558671659520
1831-693,6432048571869794944
0502-152,2986361748129085824
0414-189,5093098319836660224
0009-148,2417114960336955904
0912+029,3845351908793455616
1753+338,4604344648009660544
1119-069,3783818427740056960
1314-202,3506402195124936064
1613+782,1707644671511227520
1156-663,5236176702820191616
1312+126,3736568156782576128
0721-071,3054706257044075648
1417+385,1484629869055835520
0536+198,3399503757666241024
2302+232,2842202545228150784
1645-329,6027155648362252672
0447-010,3226661491848379392
0254-334,5052071795793160576
1023-049,3779151722434566400
2150+173,1773200891949498624
0602+109,3341864265759202432
1439+327,1286659815477459328
0214-105,5152019704860469888
0437+273,157643854023295360
0355+055,3273765222816745728
0842-375,5529219233343257600
0515+067,3241191847246251648
1326-697,5844046589626990592
2234-253,6623734263660039552
0803+452,929103955584332544
2151-118,6844057667808853120
2152+226,1794784747584868992
1147-192,3543009300899787904
1047+147,3885117018122434560
1143-332,3465472604198516864
2015+657,2245015930021999616
1918-634,6441652320602132992
2034-155,6863371792141471744
1634+600,1624211530172897536
0200+30A,301283846916451584
1206+549,1573149385544601856
1330+276,1448859938310268160
1054-234,3536998717507533440
1151+102,3912385804140191488
1147+438,769932570673873280
1946-582,6447417403664034048
0650+239,3380372805093692032
0614+463,968593882066064256
0352+605,473827217368630656
0429+415,204101179528741248
0746+503,934432055789393280
0941+206,639640683300611072
0013-005,2545226894107313280
0120+304,309578704370769536
1555+001,4409953122521714688
1720+102,4491687621475692928
0738-674,5274851753734967296
2320-021,2637888996747412736
2117-250,6803407863936085632
0739-266,5613754493349733760
0340-140,5113926883997888000
1451+352,1293195411372612480
1036-154,3749587645765658368
0650+453,953881072161075968
1708+433,1355242089478756480
2217-011,2677825144558770432
2137+011,2694282428444962688
0728+249,868454520535341056
1442-087,6326902992159494784
0627+814,1143052356956460416
1751+441,1349438317351097600
1957+386,2072457784890188672
1849-246,4074858708943616640
0446+112,3295554038585678464
1119-044,3786640324332563328
0532-398,4808000624112119680
2207+517,2004182613925752960
2258-022,2648955508266023168
2220-163,2595745089716460288
1351-018,3657896068294755584
0806-710,5269330212498289920
0906+480,1012352963085191936
1151-324,3467069404319811712
1534-128,6266452701858743552
1004-500,5406671545663055872
1308+145,3743915952472809088
1827+645,2256605572851915264
1421+482,1507375981496003968
2341+154,2771777210560955008
0414-337,4870497346070987776
0449+125,3296130255694402688
2311-452,6529461037182762752
1949-052,4197337775923231616
0525-231,2958545650134471680
1812+560,2150111790029309184
1152-308,3479602973586307200
1020-097,3767928663652302336
1125+366,760593765584040192
0555+378,3457015534420742656
0426+273,152561430242386688
0002-478,4978016560925910400
0206+293,300165647886497792
1035+046,3858618547375379584
0833+276,703893879381864448
1439+066,1171572279831100800
1134-739,5226731245091443328
1625-141,4328731751901684864
1242+410,1522107375723715200
1842-289,4071375971503724032
0732+755,1136281774805193216
1342+662,1672077742390911872
2048+361,1870725782338684928
0201+113,2571526799926416512
0817-063,3063518636579142528
1505+428,1393217159517592192
0654+244,3380495709878560896
2338+330,2872024014993577216
1925-610,6445141380235411968
1428+370,1480546729546999424
0926-039,3825163157321204736
1920+450,2127031632213037440
0226-375,4965391659178388224
2348-432,6532916802228553472
1007+337,746424019934920832
1514-261,6214383129703180800
1714+193,4554619853118856576
0217+166,79702223508655360
1749+062,4474018886233589120
0728-235,5618357220820311424
2306+095,2714421667534668416
0614+421,960094515447779200
1339+696,1685098567108486528
0356+322,170301672400547456
1013+127,3880691659914333440
0800+618,1085020584214397440
1026+055,3861917528934632960
1724+066,4390929681576779648
0209+168,80191235599981952
0906+163,607839233612713472
1743+173,4549466820076210944
1905+222,4521066748279320448
1331-195,6292945846845723520
1056+212,3985508167814505856
0022-044,2540077537556655488
1302+641,1676305016706698240
1420-220,6276484955187616768
1544+541,1597069776403450368
0922+407,812592350521159424
1204+124,3918935869785008384
1049-650,5239540143244126848
0528+134,3389544278257845632
2127+085,1741052679486328320
1939-053,4209150757052509824
0831+557,1033752865271463168
0046+861,574130788382029696
1212+171,3946615903215517824
2106+143,1759981394930629504
1823+017,4276822811522005632
2029+121,1755714804481849472
0753+519,936075134182167552
1243-072,3675476473244734080
1738+476,1363579827887170176
1623+578,1431404920632719744
1745+030,4472173459042209152
1657+054,4392605337296602624
0851+719,1119101592088646784
0442+071,3289095266766508928
1355+115,3727325314146302336
1436+373,1486425375839980800
1239+376,1520354032634472448
0812+100,648532571274356608
0735+674,1095986013679650816
1841+116,4504146741814523520
1724-198,4121285488659423104
2128-208,6830097752786627072
0020+446,385807257115223040
0605-153,2993050901994115200
1530+239,1220923382507612288
0425-071,3198931675454135936
2051+687,2271099781805887488
0747+104,3150370606245650816
1451+270,1269001143335183232
2257-270,6609874094958742912
2053-127,6889443549305967104
1356+478,1509569030453713408
1728+004,4374052590406214400
1055+433,781542760627867904
0932+243,644501074451506304
2005+642,2244441366477784832
0710+196,3363300108228911616
2336+024,2646839326339924480
1650-157,4133958665820003840
0008+006,2546355272210783232
1424+366,1481179395409479040
2343-075,2439435497350195328
1302-208,3505784303948920832
0409+045,3284387673373402752
0542+112,3340021518630349184
1330+071,3718580348414729856
1247+025,3702660695650565376
1157+532,1549059498097061504
0743+182,671221891361492480
0916+718,1119566479348480256
1742+378,1342688896505119488
2306-052,2635302597506270848
1948-186,6870370424171101824
0723+488,976793726250686720
1951-115,4190087218290564608
0127+084,2566926030959084416
0839+687,1118095435870099584
0859+433,1008978252662415616
0855+142,605697625480149888
1742+228,4580460987712372224
0057+334,314652190324104320
1413-168,6296950852310157312
0921+454,819095171525997696
0129+431,396504680618131456
0413-210,5091629067360866688
1153-100,3587722315632718720
1205-140,3570476858003599104
2158-167,6826826052858713856
0345+460,245003351386440448
0758+594,1083527340049034496
0935+181,632931845600067712
0115-214,2353231582414247168
0928-100,5740259632607228672
1310-041,3635980774328554112
1818-050,4173324167091343360
1534+387,1377289943315623680
0519+011,3222129545437092352
0439-299,4879089033008918272
0759-283,5597753266270092928
1341-171,6295191668065694848
1953-325,6747400738777258624
1212+087,3904827859994702208
0910+442,817306850222439936
1213+350,4029107171110293760
1823+689,2259835044661879680
0636-087,3002758253932479232
0400+258,162508922396266112
1505+514,1592820060882344320
2246+208,2835427629456164992
1322-110,3611244408404446592
1815+614,2159072534916557952
0354+599,473737916409452800
2037+511,2180637806230757504
1246+489,1567278478785833600
1312+289,1461785732578814848
0930+396,812957422741681408
1653-329,6026700587968888448
1346-306,6172038158073287296
0435+217,144848493615846528
2007+659,2248070510762303232
2034+222,1818917309826876928
1704+512,1415626379018646400
1600-445,5991354656371691136
1424-834,5769945823788054528
0355+508,250810250248164736
1207-120,3571343307525941248
1451-248,6229150777749748736
2326+082,2760959665411037184
0630-261,2923130449323522048
1839+389,2097796683183328384
1655+077,4441567827032226944
2019-408,6680829531667885056
0743+277,875266781048640640
0748-006,3082645465982430976
1427+543,1605524127467470976
0601-172,2991246397254326784
0242+238,113768323551869568
1142+134,3922996808606997120
0836+426,913525181489426560
1312-533,6068128360720983296
1630-107,4332075263683060352
0032+612,430242954404499072
1617+229,1301648220545242624
1327+504,1553451840891543424
1639-062,4352844213697118976
1947+079,4298419418914502016
1348-289,6176774368833809280
0532-378,4809567634340171776
2229+695,2226346600541409536
0828-222,5702806276541549696
0347-211,5087930718265672320
0653-033,3102846380801399936
0217-189,5131248212227269120
2226+772,2280991847404783360
0820-578,5315426064966270464
2243-081,2611036101003643648
1811+298,4590045258772526080
2033-286,6798517304936585600
1151+598,846616050648313728
1005-739,5205731328916784128
1304+791,1716909981120825984
0813+557,1033182798556516608
1218-024,3693501935590512896
2157+102,2726519250377496320
0307+380,139596504524330240
0019+451,391834882937807232
2321-065,2632649785185838976
0527-253,2957267777105017856
1144+542,840786199479874304
1457+449,1585819745227165184
0548+689,481869045412423936
0211+171,80532771399434368
0557-001,3026416991089916544
2139-249,6814680473756416128
1828-733,6418267013949839360
2106-413,6581524458946044544
1719-050,4363073283906186624
0046+511,415135389756666752
1358-298,6173504047591152128
1710-269,4108619694507256448
0454+550,279504789312653696
1042+071,3865511798086333696
1138+006,3795905565222304768
0843-371,5625310021249420288
0135-274,5035835105723018112
1824+578,2151303007798014080
0254+434,432694624810594304
1035+430,780731286687369600
1349-275,6177221354669980416
2139-232,6816595372040079104
1939-316,6751113957049821440
1418-192,6283878552408861440
0844-259,5652339075081311872
1446+042,1157877381470833536
0119-011,2533531732519963776
2323+009,2645536439420735104
0629-141,2951244033934867456
0037+487,390641603583879936
2236+124,2731715512266025728
1300+580,1578536133527699456
1721+589,1434033681136165376
0235+205,88055045841100032
1133+344,4025976139951805696
0008-222,2340372038012750336
0408+085,3298582127968854272
0250-122,5160330810175378560
1012-448,5414203921864362752
1204+057,3894973590109870592
1252+028,3702731025739404672
0051+706,536116509588824832
0327-241,5086162158110832896
0043-268,2343623431334938880
2346+750,2232318975902270080
0634-057,3103230660114216576
1642+183,4562343613065666304
1221+071,3900609411835982976
1003+174,623207730404295680
1945-325,6747787590777661312
0837+448,917362721883891200
1856-252,4074352143318153472
1048-313,5451362707596151680
0422+079,3287043543709543296
0025+197,2796062364402066304
0602-424,5572145812253399040
1317+019,3688346699228588288
1722+330,1333884355283580800
2118-266,6790964587766168704
2216-275,6621788609115562240
0256-256,5073239112614801920
0613-030,3117696075606673920
0627-199,2939788226583221376
2025-538,6474005278450073216
1253+185,3940983375728940032
2356+390,2881824413103840640
0023-354,5005028297445398656
2337-334,2324722104899885056
2350+704,2215378422298491008
1613+216,1205421295047824384
0055-340,5003207849788006912
1128-047,3785968904980836864
1142-225,3492397543723176960
2146-783,6355523108031919232
1953-200,6866965133581484928
0753-425,5533888339526293632
0844-342,5626996156691356800
1622-253,6048934598549717248
0150+000,2510771979263936512
1614-195,6245543735911259008
0511-220,2962433768066757888
2111+111,1744862727800166400
0517-726,4651226415068185856
2350+395,1920937527730515328
0610+782,1140867592991468544
1438-328,6215828025425735808
2046+535,2182468836694654208
1338+285,1454776891411444224
0630+497,967945131549079936
0728-320,5592962526603108608
0657-276,5610649644307817856
1046-222,3550108061502292864
1005-162,5674013610357037184
1700+151,4545899527615620992
1139+160,3972367663832970752
0302-437,4755420947278844544
0900+520,1016541930588286080
2300+142,2816067222557775744
2050+161,1764376172973082624
0927+352,798405420707265408
0418+437,229570335598842624
0842+048,582310360321718912
1307+010,3690844033732887936
1831+050,4284627591738077952
2220-318,6613714276756606080
1618-399,5993976888542999680
1452+301,1281976613198061312
0219-164,5144158780837642752
2118+188,1785640143736259328
1603+301,1320314934391166592
0910-276,5636177074489607296
1908+484,2131214346243949440
2246+370,1927921174617196032
0128+383,322929657455129344
1557+032,4412920085929273856
0648-287,5608663720149447936
0633-263,2922905289959624576
0338+388,224307896850912896
0705-412,5564221808048902528
0250-225,5079228015012292224
0430+289,152822942211428224
0722+032,3136162132877285888
0251+235,113180222270414976
0851-382,5621968772922132864
0153+222,97806678891957376
1409+218,1253273522852872576
0404-240,5089154440347507200
0857+413,720542989390514304
2256-296,6606120808937813504
0012+319,2863266267439599872
2139-260,6811519442251197056
0614-106,3004468849211960064
0902-350,5624317608929059968
0426+181,3314418978059623040
2239+296,1887942897471364736
0759+183,669114535592668544
0620-194,2943102425206558208
0229+230,89883495022961280
2054-377,6775397977018279296
2251+134,2720071645472572416
0212-620,4701572124791008000
0651-194,2933167719175307648
2044-120,6900285524223042688
1536+046,4427728549051208448
0929-289,5633536459875111424
0335-122,5115288491710051456
2201+676,2220070867340593536
2022-289,6797758783648972288
1651+391,1352782550686684672
0008+704,531185337375935872
1036+054,3858734270973963904
2350+302,2867601779226556160
1314+677,1678644128911396992
1128+090,3914262425674727680
1329+063,3717962148006494080
1243-160,3523563716208043520
0628-627,5477360694394972800
1642+690,1648854540688432384
0011-046,2444180680298239616
0911+354,714674895832769024
1336-260,6190488955324165632
0548+37A,3457731011546567424
0838-090,5750386615734817920
2114+053,1732732846798333184
1345-164,6295175110966212736
1923+210,2018023648585908224
1718+384,1340520453416407808
1358+046,3671708476960444032
1427+000,3653302553527760256
0400-319,4883569027496069888
1314-134,3609171382308552192
0759+252,681806718002668672
1035-268,5468196853387292288
2024-217,6858998656440558592
0506-332,4826861165538053248
0625+034,3124368977315804288
1042+178,3982821378008939392
2004+064,4250366981213078272
0035+413,381436904551687680
0239+175,82137847922098304
0010+336,2875712670345686784
0452+068,3288498953507143680
2214-192,6822465458462103296
1910+375,2099266322212029056
1904+013,4267602856778093440
0549-191,2966584424460700032
1811+430,2113294028994310016
0503+216,3415144589741757312
1118+073,3817502584932290688
1019+416,804751187644999424
1455+080,1161460002671175040
0554+242,3427951147129070336
2054-075,6909818564914354176
1649+063,4440993229126973952
0318-388,4853952273053321984
1621-067,4352052290446984192
1236-684,5855743297415453312
0145+420,347608058501202432
2013+370,2060630956787361024
1600-294,6040349096363788800
0224+540,455616766493890176
0738+491,981845329345941888
0009+467,392976450884047872
1221+484,1545500555051296384
0205-010,2506841912389478272
0801-079,3039809489393539840
1224-443,6133183581811869184
2304+322,1910949426665446016
0421+145,3311138001001688576
0001+459,387054966590038656
0420-206,5091526842843220736
2154-135,6840634510153907072
0415+572,469133848906091904
0604+728,1113964025225929088
1737+339,4602282445232405376
0521+632,287427221565596288
1250-330,6159381881587761280
0251+785,567478395139942528
0039+230,2803291653354633600
1922+333,2046264398562162560
0345+416,231147237133300096
1541-230,6240071294739112960
1257+123,3737203433985388800
0258+533,441260610673336448
1125+062,3814205355718966784
1949+014,4240586962724930048
0059+163,2784470694346528000
1251-197,3508824560974762496
0851+075,584767974968594688
1706-174,4135536907395788416
0823-500,5322675866683815552
2210+361,1906605840342558848
0334-131,5113527761277642368
1640-039,4354564399639761664
1839+548,2147726433911867392
0405-015,3253410616886612864
1113+087,3818731564054043648
1942-020,4235009105872368512
2310+724,2228554213731393408
1944+126,4304847095178555136
0603+882,1152338282408087040
2022+542,2185047844292882560
1847+303,2041749730796722176
1217-266,3475915074148916736
0913-302,5634666586031864832
1303-170,3511105802788711040
0406+065,3297109336440540800
0414-341,4870470579834647936
0749+376,919170834396349568
1225+028,3700695765293493376
0350+465,245087395306862080
1009+234,630126815343681280
0902-309,5629142673971433856
0928+280,695894687474722560
1555+455,1396945500368680960
1450-218,6232181031794728576
1812+412,2113036120500545920
1227+274,4008985214968996480
1109-567,5339989738870461952
1656+482,1408303764720939776
0646+563,1000198858473457152
1048+347,738378339303790720
0646+600,1003337723652768896
1722+401,1346910849356764544
1646+042,4434403993382002304
1928+681,2261061515523350400
1950+727,2263898947013778176
0632-235,2924737213771163648
0836-384,5529108006566842496
0434-240,4894764632847614592
1806+456,2116212472154731520
2235+731,2231086182850213120
2128+333,1854264512718325248
0632+502,967973237815529984
0503-043,3212799364641782912
2114+048,1732632653801845632
1022-665,5245168513194426240
0837+035,3080064671668586240
0641-248,2923556235202612864
0213+051,2519820582003403264
1400+588,1658431012088077568
1508+572,1613062795800268928
1440-220,6278713699616668928
2102-659,6401251968429670528
1855+163,4508025470915856128
0723-189,2930612797753765888
1929+312,2044865952911132800
1156-094,3587866008058866048
1829+219,4529130738347916160
0511-203,2963301798136628352
2040+127,1755251463411616128
0334-546,4732480702317346176
1222+438,1535533924527249536
1505-156,6307606356934211968
0639-032,3105638762378661888
0239+108,25350786766710528
2157-255,6812348989414048768
1934+615,2239404538070673792
0200+539,456304270495031808
1322+479,1552730183307054464
0340+362,223007075812166656
0506-196,2975511114551115904
0759+779,1138432316471136384
1251-407,6140188497377166464
0522-283,2906862350156887296
1908+230,4521220542474540288
2032+281,1857480859110060032
1504-166,6305840816139160192
1156+101,3918154456319482624
0725-381,5585863323615957248
0814-241,5696336921922946560
0356-033,3246807568525516288
1138+644,864218750772464896
0803-047,3067828481640723712
2052+239,1842644324078481024
2215+316,1895951946328280704
0139-022,2508520316888908672
0323-244,5086103570458388608
2255+416,1931251767138134528
0409+527,274952295779204736
0830+040,3080285883959261696
1034-058,3776626350384189824
0148+250,297334332429885184
1606+403,1380022401509398272
0302+173,34844829154364800
0213-026,2493681380975372800
1958+103,4300669706912059520
1707-038,4365088615702675200
2353+816,2286608157094592640
0729+019,3134975759830784768
1257+519,1557565393065356800
0329-110,5163712220747588480
0529-031,3216726171637867136
0357-263,5082467141907910784
1428+422,1491604311829975296
2351+456,1927119325700619520
0346+800,556068939074535808
1540-828,5768855073892306560
2256+570,2010067062724229760
1753+731,1651661147198162816
2219-340,6599725332050954880
0317+659,491447440959651712
1701+016,4381878536217329280
0324-379,4853710380495236736
2034-066,6908046186530327680
0705-142,3044436096888893824
1325+126,3739375721068971904
0220-349,4967207163331032704
